,vol_window,vol_roc_period,price_lookback,sma_window,return,dd,sharpe
133,15,8,8,21,-6.58,3.95,-4.68
134,15,8,8,28,-6.58,3.95,-4.68
135,15,8,8,35,-6.58,3.95,-4.68
136,15,8,9,14,-4.43,3.56,-12.71
137,15,8,9,21,-3.23,2.75,-5.76
138,15,8,9,28,-4.66,2.69,-20.00
139,15,8,9,35,-4.66,2.69,-20.00
140,15,8,10,14,-3.90,3.30,-65.53
141,15,8,10,21,-7.27,3.77,-3.18
142,15,8,10,28,-7.27,3.77,-3.18
143,15,8,10,35,-7.27,3.77,-3.18
144,15,9,5,14,0.55,3.32,-0.74
145,15,9,5,21,-0.11,3.63,-1.12
146,15,9,5,28,-0.11,3.63,-1.12
147,15,9,5,35,-4.71,3.28,-8.83
148,15,9,6,14,0.63,3.43,-0.71
149,15,9,6,21,0.63,3.43,-0.71
150,15,9,6,28,0.63,3.43,-0.71
151,15,9,6,35,-5.11,3.32,-8.34
152,15,9,7,14,-0.18,3.75,-0.83
153,15,9,7,21,-0.28,3.80,-0.87
154,15,9,7,28,-0.28,3.80,-0.87
155,15,9,7,35,-5.06,3.58,-261.77
156,15,9,8,14,-4.43,3.56,-12.71
157,15,9,8,21,-6.78,4.05,-6.07
158,15,9,8,28,-6.78,4.05,-6.07
159,15,9,8,35,-6.78,4.05,-6.07
160,15,9,9,14,-4.43,3.56,-12.71
161,15,9,9,21,-3.23,2.75,-5.76
162,15,9,9,28,-4.66,2.69,-20.00
163,15,9,9,35,-4.66,2.69,-20.00
164,15,9,10,14,-3.90,3.30,-65.53
165,15,9,10,21,-7.27,3.77,-3.18
166,15,9,10,28,-7.27,3.77,-3.18
167,15,9,10,35,-7.27,3.77,-3.18
168,15,10,5,14,0.55,3.32,-0.74
169,15,10,5,21,-0.11,3.63,-1.12
170,15,10,5,28,-0.11,3.63,-1.12
171,15,10,5,35,-4.71,3.28,-8.83
172,15,10,6,14,0.63,3.43,-0.71
173,15,10,6,21,-2.44,4.90,-4.07
174,15,10,6,28,-2.44,4.90,-4.07
175,15,10,6,35,-5.11,3.32,-8.34
