,vol_window,vol_roc_period,price_lookback,macd_fast,macd_slow,macd_sig,return,dd,sharpe
384,20,11,11,7,21,7,-42.16,30.03,-1.95
385,20,11,11,7,21,9,-33.27,29.46,-0.69
386,20,11,11,7,21,11,-33.27,29.46,-0.69
387,20,11,11,7,21,13,-33.37,29.44,-0.69
388,20,11,11,7,26,7,-33.27,29.46,-0.69
389,20,11,11,7,26,9,-34.66,24.83,-0.70
390,20,11,11,7,26,11,-34.66,24.83,-0.70
391,20,11,11,7,26,13,-34.66,24.83,-0.70
392,20,11,11,7,31,7,-34.66,24.83,-0.70
393,20,11,11,7,31,9,-33.37,29.44,-0.69
394,20,11,11,7,31,11,-33.37,29.44,-0.69
395,20,11,11,7,31,13,-33.37,29.44,-0.69
396,20,11,11,7,36,7,-33.37,29.44,-0.69
397,20,11,11,7,36,9,-33.37,29.44,-0.69
398,20,11,11,7,36,11,-37.33,30.15,-0.71
399,20,11,11,7,36,13,-36.50,30.21,-0.71
400,20,11,11,10,21,7,-33.27,29.46,-0.69
401,20,11,11,10,21,9,-33.27,29.46,-0.69
402,20,11,11,10,21,11,-33.27,29.46,-0.69
403,20,11,11,10,21,13,-33.37,29.44,-0.69
404,20,11,11,10,26,7,-33.27,29.46,-0.69
405,20,11,11,10,26,9,-33.37,29.44,-0.69
406,20,11,11,10,26,11,-33.37,29.44,-0.69
407,20,11,11,10,26,13,-33.37,29.44,-0.69
408,20,11,11,10,31,7,-34.66,24.83,-0.70
409,20,11,11,10,31,9,-33.37,29.44,-0.69
410,20,11,11,10,31,11,-33.37,29.44,-0.69
411,20,11,11,10,31,13,-33.37,29.44,-0.69
412,20,11,11,10,36,7,-33.37,29.44,-0.69
413,20,11,11,10,36,9,-33.37,29.44,-0.69
414,20,11,11,10,36,11,-37.33,30.15,-0.71
415,20,11,11,10,36,13,-36.50,30.21,-0.71
416,20,11,11,13,21,7,-33.27,29.46,-0.69
417,20,11,11,13,21,9,-33.27,29.46,-0.69
418,20,11,11,13,21,11,-33.27,29.46,-0.69
419,20,11,11,13,21,13,-33.37,29.44,-0.69
420,20,11,11,13,26,7,-33.27,29.46,-0.69
421,20,11,11,13,26,9,-33.37,29.44,-0.69
422,20,11,11,13,26,11,-33.37,29.44,-0.69
423,20,11,11,13,26,13,-33.37,29.44,-0.69
424,20,11,11,13,31,7,-34.66,24.83,-0.70
425,20,11,11,13,31,9,-33.37,29.44,-0.69
426,20,11,11,13,31,11,-33.37,29.44,-0.69
427,20,11,11,13,31,13,-33.37,29.44,-0.69
428,20,11,11,13,36,7,-33.37,29.44,-0.69
429,20,11,11,13,36,9,-33.37,29.44,-0.69
430,20,11,11,13,36,11,-37.33,30.15,-0.71
431,20,11,11,13,36,13,-36.50,30.21,-0.71
432,25,7,7,7,21,7,-43.94,25.82,-1.87
433,25,7,7,7,21,9,-28.76,22.75,-3.65
434,25,7,7,7,21,11,-28.76,22.75,-3.65
435,25,7,7,7,21,13,-28.76,22.75,-3.65
436,25,7,7,7,26,7,-43.94,25.82,-1.87
437,25,7,7,7,26,9,-43.94,25.82,-1.87
438,25,7,7,7,26,11,-43.94,25.82,-1.87
439,25,7,7,7,26,13,-43.94,25.82,-1.87
440,25,7,7,7,31,7,-43.94,25.82,-1.87
441,25,7,7,7,31,9,-28.76,22.75,-3.65
442,25,7,7,7,31,11,-30.53,22.99,-3.15
443,25,7,7,7,31,13,-30.23,23.17,-3.23
444,25,7,7,7,36,7,-29.55,23.07,-3.40
445,25,7,7,7,36,9,-29.95,22.92,-3.31
446,25,7,7,7,36,11,-34.13,23.73,-2.57
447,25,7,7,7,36,13,-25.52,21.11,-0.64
448,25,7,7,10,21,7,-28.76,22.75,-3.65
449,25,7,7,10,21,9,-28.76,22.75,-3.65
450,25,7,7,10,21,11,-28.76,22.75,-3.65
451,25,7,7,10,21,13,-28.76,22.75,-3.65
452,25,7,7,10,26,7,-28.76,22.75,-3.65
453,25,7,7,10,26,9,-28.76,22.75,-3.65
454,25,7,7,10,26,11,-28.76,22.75,-3.65
455,25,7,7,10,26,13,-28.76,22.75,-3.65
456,25,7,7,10,31,7,-43.94,25.82,-1.87
457,25,7,7,10,31,9,-28.76,22.75,-3.65
458,25,7,7,10,31,11,-30.53,22.99,-3.15
459,25,7,7,10,31,13,-30.23,23.17,-3.23
460,25,7,7,10,36,7,-29.55,23.07,-3.40
461,25,7,7,10,36,9,-29.95,22.92,-3.31
462,25,7,7,10,36,11,-34.13,23.73,-2.57
463,25,7,7,10,36,13,-28.24,21.09,-0.66
464,25,7,7,13,21,7,-28.76,22.75,-3.65
465,25,7,7,13,21,9,-28.76,22.75,-3.65
466,25,7,7,13,21,11,-28.76,22.75,-3.65
467,25,7,7,13,21,13,-28.76,22.75,-3.65
468,25,7,7,13,26,7,-28.76,22.75,-3.65
469,25,7,7,13,26,9,-28.76,22.75,-3.65
470,25,7,7,13,26,11,-28.76,22.75,-3.65
471,25,7,7,13,26,13,-28.76,22.75,-3.65
472,25,7,7,13,31,7,-31.17,22.70,-0.68
473,25,7,7,13,31,9,-28.76,22.75,-3.65
474,25,7,7,13,31,11,-30.53,22.99,-3.15
475,25,7,7,13,31,13,-30.23,23.17,-3.23
476,25,7,7,13,36,7,-29.55,23.07,-3.40
477,25,7,7,13,36,9,-29.95,22.92,-3.31
478,25,7,7,13,36,11,-34.13,23.73,-2.57
479,25,7,7,13,36,13,-27.27,21.01,-0.65
480,25,7,9,7,21,7,-46.26,27.37,-1.79
481,25,7,9,7,21,9,-32.09,29.10,-0.68
482,25,7,9,7,21,11,-3.91,17.30,-0.28
483,25,7,9,7,21,13,-3.91,17.30,-0.28
484,25,7,9,7,26,7,-37.38,26.40,-0.71
485,25,7,9,7,26,9,-11.37,14.17,-0.44
486,25,7,9,7,26,11,-11.37,14.17,-0.44
487,25,7,9,7,26,13,-11.37,14.17,-0.44
488,25,7,9,7,31,7,-37.38,26.40,-0.71
489,25,7,9,7,31,9,-3.91,17.30,-0.28
490,25,7,9,7,31,11,-3.91,17.30,-0.28
